"";"location";"hits";"keyword";"geo";"gprop"
"1";"North Dakota";100;"sympathetic";"US";"web"
"2";"Rhode Island";95;"sympathetic";"US";"web"
"3";"Delaware";87;"sympathetic";"US";"web"
"4";"Mississippi";85;"sympathetic";"US";"web"
"5";"Indiana";84;"sympathetic";"US";"web"
"6";"New Mexico";84;"sympathetic";"US";"web"
"7";"Vermont";83;"sympathetic";"US";"web"
"8";"Utah";79;"sympathetic";"US";"web"
"9";"Iowa";79;"sympathetic";"US";"web"
"10";"Wisconsin";79;"sympathetic";"US";"web"
"11";"Missouri";78;"sympathetic";"US";"web"
"12";"Connecticut";77;"sympathetic";"US";"web"
"13";"Idaho";77;"sympathetic";"US";"web"
"14";"South Carolina";74;"sympathetic";"US";"web"
"15";"Michigan";74;"sympathetic";"US";"web"
"16";"Alabama";74;"sympathetic";"US";"web"
"17";"Maine";73;"sympathetic";"US";"web"
"18";"Louisiana";73;"sympathetic";"US";"web"
"19";"West Virginia";73;"sympathetic";"US";"web"
"20";"Minnesota";72;"sympathetic";"US";"web"
"21";"Virginia";72;"sympathetic";"US";"web"
"22";"Pennsylvania";71;"sympathetic";"US";"web"
"23";"Florida";69;"sympathetic";"US";"web"
"24";"California";69;"sympathetic";"US";"web"
"25";"North Carolina";69;"sympathetic";"US";"web"
"26";"Ohio";68;"sympathetic";"US";"web"
"27";"Montana";67;"sympathetic";"US";"web"
"28";"Hawaii";67;"sympathetic";"US";"web"
"29";"Texas";66;"sympathetic";"US";"web"
"30";"Illinois";66;"sympathetic";"US";"web"
"31";"Arkansas";65;"sympathetic";"US";"web"
"32";"Maryland";65;"sympathetic";"US";"web"
"33";"Oklahoma";64;"sympathetic";"US";"web"
"34";"Kansas";64;"sympathetic";"US";"web"
"35";"Kentucky";64;"sympathetic";"US";"web"
"36";"New York";63;"sympathetic";"US";"web"
"37";"Massachusetts";63;"sympathetic";"US";"web"
"38";"Arizona";63;"sympathetic";"US";"web"
"39";"Nevada";62;"sympathetic";"US";"web"
"40";"Oregon";62;"sympathetic";"US";"web"
"41";"New Jersey";62;"sympathetic";"US";"web"
"42";"Georgia";61;"sympathetic";"US";"web"
"43";"New Hampshire";60;"sympathetic";"US";"web"
"44";"Alaska";59;"sympathetic";"US";"web"
"45";"Washington";59;"sympathetic";"US";"web"
"46";"Nebraska";57;"sympathetic";"US";"web"
"47";"Tennessee";57;"sympathetic";"US";"web"
"48";"Colorado";55;"sympathetic";"US";"web"
"49";"District of Columbia";50;"sympathetic";"US";"web"
"50";"South Dakota";50;"sympathetic";"US";"web"
"51";"Wyoming";45;"sympathetic";"US";"web"
