"";"location";"hits";"keyword";"geo";"gprop"
"1";"Vermont";100;"mental";"US";"web"
"2";"New Hampshire";93;"mental";"US";"web"
"3";"Minnesota";91;"mental";"US";"web"
"4";"Montana";90;"mental";"US";"web"
"5";"Maine";85;"mental";"US";"web"
"6";"Alaska";84;"mental";"US";"web"
"7";"Iowa";83;"mental";"US";"web"
"8";"Alabama";81;"mental";"US";"web"
"9";"Mississippi";80;"mental";"US";"web"
"10";"Colorado";79;"mental";"US";"web"
"11";"Maryland";78;"mental";"US";"web"
"12";"North Dakota";78;"mental";"US";"web"
"13";"Idaho";77;"mental";"US";"web"
"14";"New Mexico";76;"mental";"US";"web"
"15";"Kansas";76;"mental";"US";"web"
"16";"Delaware";75;"mental";"US";"web"
"17";"Wisconsin";74;"mental";"US";"web"
"18";"Rhode Island";74;"mental";"US";"web"
"19";"Utah";73;"mental";"US";"web"
"20";"Tennessee";73;"mental";"US";"web"
"21";"Washington";73;"mental";"US";"web"
"22";"Indiana";73;"mental";"US";"web"
"23";"Massachusetts";72;"mental";"US";"web"
"24";"Wyoming";72;"mental";"US";"web"
"25";"Michigan";72;"mental";"US";"web"
"26";"Missouri";72;"mental";"US";"web"
"27";"South Carolina";71;"mental";"US";"web"
"28";"West Virginia";71;"mental";"US";"web"
"29";"Connecticut";71;"mental";"US";"web"
"30";"Ohio";70;"mental";"US";"web"
"31";"Pennsylvania";69;"mental";"US";"web"
"32";"North Carolina";69;"mental";"US";"web"
"33";"Nebraska";69;"mental";"US";"web"
"34";"New York";69;"mental";"US";"web"
"35";"Louisiana";69;"mental";"US";"web"
"36";"District of Columbia";68;"mental";"US";"web"
"37";"Arkansas";68;"mental";"US";"web"
"38";"South Dakota";67;"mental";"US";"web"
"39";"Oklahoma";65;"mental";"US";"web"
"40";"California";62;"mental";"US";"web"
"41";"Nevada";62;"mental";"US";"web"
"42";"Illinois";61;"mental";"US";"web"
"43";"Kentucky";59;"mental";"US";"web"
"44";"New Jersey";59;"mental";"US";"web"
"45";"Florida";59;"mental";"US";"web"
"46";"Georgia";58;"mental";"US";"web"
"47";"Arizona";57;"mental";"US";"web"
"48";"Oregon";53;"mental";"US";"web"
"49";"Virginia";53;"mental";"US";"web"
"50";"Hawaii";52;"mental";"US";"web"
"51";"Texas";50;"mental";"US";"web"
