"";"date";"hits";"keyword";"geo";"gprop";"category"
"1";2014-01-04 23:00:00;77;"attention";"US";"web";0
"2";2014-01-11 23:00:00;81;"attention";"US";"web";0
"3";2014-01-18 23:00:00;79;"attention";"US";"web";0
"4";2014-01-25 23:00:00;89;"attention";"US";"web";0
"5";2014-02-01 23:00:00;91;"attention";"US";"web";0
"6";2014-02-08 23:00:00;88;"attention";"US";"web";0
"7";2014-02-15 23:00:00;85;"attention";"US";"web";0
"8";2014-02-22 23:00:00;95;"attention";"US";"web";0
"9";2014-03-01 23:00:00;90;"attention";"US";"web";0
"10";2014-03-08 23:00:00;85;"attention";"US";"web";0
"11";2014-03-15 23:00:00;85;"attention";"US";"web";0
"12";2014-03-22 23:00:00;87;"attention";"US";"web";0
"13";2014-03-29 23:00:00;86;"attention";"US";"web";0
"14";2014-04-05 22:00:00;86;"attention";"US";"web";0
"15";2014-04-12 22:00:00;83;"attention";"US";"web";0
"16";2014-04-19 22:00:00;89;"attention";"US";"web";0
"17";2014-04-26 22:00:00;90;"attention";"US";"web";0
"18";2014-05-03 22:00:00;85;"attention";"US";"web";0
"19";2014-05-10 22:00:00;84;"attention";"US";"web";0
"20";2014-05-17 22:00:00;82;"attention";"US";"web";0
"21";2014-05-24 22:00:00;71;"attention";"US";"web";0
"22";2014-05-31 22:00:00;75;"attention";"US";"web";0
"23";2014-06-07 22:00:00;71;"attention";"US";"web";0
"24";2014-06-14 22:00:00;71;"attention";"US";"web";0
"25";2014-06-21 22:00:00;70;"attention";"US";"web";0
"26";2014-06-28 22:00:00;63;"attention";"US";"web";0
"27";2014-07-05 22:00:00;71;"attention";"US";"web";0
"28";2014-07-12 22:00:00;70;"attention";"US";"web";0
"29";2014-07-19 22:00:00;70;"attention";"US";"web";0
"30";2014-07-26 22:00:00;74;"attention";"US";"web";0
"31";2014-08-02 22:00:00;70;"attention";"US";"web";0
"32";2014-08-09 22:00:00;70;"attention";"US";"web";0
"33";2014-08-16 22:00:00;74;"attention";"US";"web";0
"34";2014-08-23 22:00:00;78;"attention";"US";"web";0
"35";2014-08-30 22:00:00;88;"attention";"US";"web";0
"36";2014-09-06 22:00:00;94;"attention";"US";"web";0
"37";2014-09-13 22:00:00;96;"attention";"US";"web";0
"38";2014-09-20 22:00:00;93;"attention";"US";"web";0
"39";2014-09-27 22:00:00;100;"attention";"US";"web";0
"40";2014-10-04 22:00:00;95;"attention";"US";"web";0
"41";2014-10-11 22:00:00;99;"attention";"US";"web";0
"42";2014-10-18 22:00:00;100;"attention";"US";"web";0
"43";2014-10-25 22:00:00;98;"attention";"US";"web";0
"44";2014-11-01 23:00:00;93;"attention";"US";"web";0
"45";2014-11-08 23:00:00;95;"attention";"US";"web";0
"46";2014-11-15 23:00:00;94;"attention";"US";"web";0
"47";2014-11-22 23:00:00;78;"attention";"US";"web";0
"48";2014-11-29 23:00:00;97;"attention";"US";"web";0
"49";2014-12-06 23:00:00;91;"attention";"US";"web";0
"50";2014-12-13 23:00:00;79;"attention";"US";"web";0
"51";2014-12-20 23:00:00;58;"attention";"US";"web";0
"52";2014-12-27 23:00:00;61;"attention";"US";"web";0
