"";"location";"hits";"keyword";"geo";"gprop"
"1";"District of Columbia";100;"crisis";"US";"web"
"2";"Michigan";97;"crisis";"US";"web"
"3";"Maine";96;"crisis";"US";"web"
"4";"Vermont";95;"crisis";"US";"web"
"5";"Maryland";91;"crisis";"US";"web"
"6";"Massachusetts";90;"crisis";"US";"web"
"7";"Connecticut";90;"crisis";"US";"web"
"8";"Pennsylvania";86;"crisis";"US";"web"
"9";"North Carolina";85;"crisis";"US";"web"
"10";"New York";84;"crisis";"US";"web"
"11";"Minnesota";84;"crisis";"US";"web"
"12";"Virginia";84;"crisis";"US";"web"
"13";"Rhode Island";84;"crisis";"US";"web"
"14";"New Hampshire";84;"crisis";"US";"web"
"15";"Arizona";83;"crisis";"US";"web"
"16";"Iowa";81;"crisis";"US";"web"
"17";"Oklahoma";81;"crisis";"US";"web"
"18";"Wyoming";81;"crisis";"US";"web"
"19";"New Jersey";80;"crisis";"US";"web"
"20";"Wisconsin";78;"crisis";"US";"web"
"21";"Delaware";78;"crisis";"US";"web"
"22";"Colorado";77;"crisis";"US";"web"
"23";"Washington";76;"crisis";"US";"web"
"24";"Missouri";76;"crisis";"US";"web"
"25";"Oregon";75;"crisis";"US";"web"
"26";"Indiana";75;"crisis";"US";"web"
"27";"Alaska";74;"crisis";"US";"web"
"28";"Ohio";73;"crisis";"US";"web"
"29";"Kansas";73;"crisis";"US";"web"
"30";"North Dakota";73;"crisis";"US";"web"
"31";"Illinois";72;"crisis";"US";"web"
"32";"West Virginia";72;"crisis";"US";"web"
"33";"California";72;"crisis";"US";"web"
"34";"South Carolina";71;"crisis";"US";"web"
"35";"Idaho";71;"crisis";"US";"web"
"36";"Tennessee";71;"crisis";"US";"web"
"37";"Georgia";70;"crisis";"US";"web"
"38";"New Mexico";69;"crisis";"US";"web"
"39";"Kentucky";69;"crisis";"US";"web"
"40";"Utah";69;"crisis";"US";"web"
"41";"South Dakota";68;"crisis";"US";"web"
"42";"Texas";68;"crisis";"US";"web"
"43";"Nebraska";68;"crisis";"US";"web"
"44";"Hawaii";66;"crisis";"US";"web"
"45";"Mississippi";66;"crisis";"US";"web"
"46";"Arkansas";65;"crisis";"US";"web"
"47";"Alabama";65;"crisis";"US";"web"
"48";"Florida";65;"crisis";"US";"web"
"49";"Montana";64;"crisis";"US";"web"
"50";"Louisiana";62;"crisis";"US";"web"
"51";"Nevada";61;"crisis";"US";"web"
