"";"location";"hits";"keyword";"geo";"gprop"
"1";"Hawaii";100;"happy";"US";"web"
"2";"Arizona";97;"happy";"US";"web"
"3";"Nevada";94;"happy";"US";"web"
"4";"California";90;"happy";"US";"web"
"5";"Washington";85;"happy";"US";"web"
"6";"Nebraska";83;"happy";"US";"web"
"7";"Iowa";82;"happy";"US";"web"
"8";"Texas";82;"happy";"US";"web"
"9";"New Mexico";81;"happy";"US";"web"
"10";"West Virginia";81;"happy";"US";"web"
"11";"North Dakota";79;"happy";"US";"web"
"12";"Idaho";79;"happy";"US";"web"
"13";"Florida";79;"happy";"US";"web"
"14";"Indiana";78;"happy";"US";"web"
"15";"Colorado";78;"happy";"US";"web"
"16";"New Jersey";78;"happy";"US";"web"
"17";"Maine";76;"happy";"US";"web"
"18";"Delaware";76;"happy";"US";"web"
"19";"South Dakota";76;"happy";"US";"web"
"20";"Arkansas";76;"happy";"US";"web"
"21";"Pennsylvania";75;"happy";"US";"web"
"22";"Utah";75;"happy";"US";"web"
"23";"Minnesota";75;"happy";"US";"web"
"24";"New York";74;"happy";"US";"web"
"25";"District of Columbia";74;"happy";"US";"web"
"26";"Ohio";74;"happy";"US";"web"
"27";"Wisconsin";73;"happy";"US";"web"
"28";"Kentucky";73;"happy";"US";"web"
"29";"South Carolina";73;"happy";"US";"web"
"30";"Michigan";72;"happy";"US";"web"
"31";"Virginia";72;"happy";"US";"web"
"32";"Oregon";72;"happy";"US";"web"
"33";"Tennessee";72;"happy";"US";"web"
"34";"Missouri";72;"happy";"US";"web"
"35";"Louisiana";71;"happy";"US";"web"
"36";"Oklahoma";71;"happy";"US";"web"
"37";"Alaska";71;"happy";"US";"web"
"38";"Illinois";71;"happy";"US";"web"
"39";"Connecticut";71;"happy";"US";"web"
"40";"Maryland";71;"happy";"US";"web"
"41";"Kansas";70;"happy";"US";"web"
"42";"Alabama";70;"happy";"US";"web"
"43";"Rhode Island";68;"happy";"US";"web"
"44";"North Carolina";68;"happy";"US";"web"
"45";"Montana";67;"happy";"US";"web"
"46";"New Hampshire";66;"happy";"US";"web"
"47";"Wyoming";66;"happy";"US";"web"
"48";"Georgia";66;"happy";"US";"web"
"49";"Vermont";65;"happy";"US";"web"
"50";"Mississippi";64;"happy";"US";"web"
"51";"Massachusetts";63;"happy";"US";"web"
