,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
2011,3.4,6.9,13.9,4.4,27.2,9.7,13.3,8.3,13.3,19.2,9.7,17.8,5.9,13.7,4.5,4.2,6.5,3.1,3.7,3.3,13.5,14.7,6.0,7.1,2.2,3.8,2.0,6.0,19.2,5.2,20.6,9.8,21.8,7.4,2.5,3.9,5.4,9.8,5.7,12.9,4.8,2.4,4.5,16.2,8.2,3.9,11.0,12.8,1.3,4.6,3.1,2.8
2012,3.5,6.9,13.6,4.4,27.1,9.7,13.5,8.3,13.5,19.3,9.7,18.1,6.0,13.8,4.6,4.3,6.5,3.2,3.7,3.3,13.8,14.8,6.0,7.2,2.2,3.9,2.0,6.2,19.2,5.3,20.8,9.8,22.0,7.5,2.5,3.9,5.5,9.8,5.8,13.0,4.8,2.6,4.5,16.3,8.3,4.0,11.1,13.0,1.4,4.6,3.2,2.8
2013,3.5,7.0,13.4,4.5,27.0,9.7,13.6,8.4,13.8,19.4,9.7,17.9,5.9,13.8,4.7,4.5,6.7,3.3,3.9,3.4,14.0,15.0,6.1,7.3,2.2,3.9,2.0,6.3,19.1,5.4,21.2,9.8,22.1,7.6,2.7,4.0,5.5,9.8,6.0,13.1,4.8,2.8,4.6,16.3,8.2,4.1,11.3,13.2,1.4,4.7,3.3,2.8
2014,3.5,7.1,13.5,4.6,27.0,9.8,13.7,8.4,14.0,19.6,9.7,17.9,6.0,13.9,4.8,4.7,6.8,3.4,3.9,3.5,14.2,15.3,6.2,7.5,2.2,3.9,2.0,6.5,19.1,5.6,21.5,9.9,22.3,7.6,2.9,4.1,5.6,9.8,6.1,13.1,4.8,2.9,4.7,16.5,8.4,4.2,11.6,13.3,1.5,4.7,3.4,2.8
2015,3.5,7.4,13.5,4.7,27.0,9.8,13.9,8.7,14.1,19.7,9.8,17.7,6.1,14.0,4.8,4.7,6.9,3.4,4.0,3.5,14.5,15.5,6.3,7.7,2.3,3.9,2.1,6.6,19.2,5.7,21.7,9.8,22.5,7.7,3.2,4.1,5.8,9.9,6.3,13.3,4.8,3.0,4.8,16.6,8.4,4.3,11.7,13.4,1.5,4.8,3.6,2.8
2016,3.4,7.5,13.4,4.7,27.0,9.8,14.0,8.8,14.0,19.9,9.8,17.9,6.0,13.9,4.9,4.9,6.9,3.5,4.0,3.6,14.7,15.7,6.4,7.8,2.3,3.9,2.0,6.7,19.3,5.8,21.8,9.7,22.6,7.7,3.3,4.2,5.8,9.8,6.4,13.5,4.8,3.2,4.8,16.7,8.3,4.4,11.9,13.5,1.6,4.8,3.6,2.7
