"";"location";"hits";"keyword";"geo";"gprop"
"1";"Mississippi";100;"overwhelmed";"US";"web"
"2";"South Carolina";96;"overwhelmed";"US";"web"
"3";"Oklahoma";94;"overwhelmed";"US";"web"
"4";"Indiana";90;"overwhelmed";"US";"web"
"5";"District of Columbia";87;"overwhelmed";"US";"web"
"6";"New Mexico";87;"overwhelmed";"US";"web"
"7";"North Carolina";84;"overwhelmed";"US";"web"
"8";"Tennessee";83;"overwhelmed";"US";"web"
"9";"Missouri";83;"overwhelmed";"US";"web"
"10";"Alabama";83;"overwhelmed";"US";"web"
"11";"Texas";82;"overwhelmed";"US";"web"
"12";"Delaware";82;"overwhelmed";"US";"web"
"13";"North Dakota";82;"overwhelmed";"US";"web"
"14";"Louisiana";80;"overwhelmed";"US";"web"
"15";"West Virginia";80;"overwhelmed";"US";"web"
"16";"Pennsylvania";80;"overwhelmed";"US";"web"
"17";"Maryland";78;"overwhelmed";"US";"web"
"18";"South Dakota";77;"overwhelmed";"US";"web"
"19";"Washington";76;"overwhelmed";"US";"web"
"20";"Colorado";76;"overwhelmed";"US";"web"
"21";"Hawaii";76;"overwhelmed";"US";"web"
"22";"New Jersey";75;"overwhelmed";"US";"web"
"23";"Montana";75;"overwhelmed";"US";"web"
"24";"Illinois";75;"overwhelmed";"US";"web"
"25";"Florida";75;"overwhelmed";"US";"web"
"26";"Kentucky";74;"overwhelmed";"US";"web"
"27";"Arizona";73;"overwhelmed";"US";"web"
"28";"Arkansas";73;"overwhelmed";"US";"web"
"29";"New Hampshire";72;"overwhelmed";"US";"web"
"30";"New York";72;"overwhelmed";"US";"web"
"31";"Iowa";72;"overwhelmed";"US";"web"
"32";"California";71;"overwhelmed";"US";"web"
"33";"Ohio";71;"overwhelmed";"US";"web"
"34";"Georgia";69;"overwhelmed";"US";"web"
"35";"Massachusetts";69;"overwhelmed";"US";"web"
"36";"Maine";68;"overwhelmed";"US";"web"
"37";"Alaska";68;"overwhelmed";"US";"web"
"38";"Minnesota";68;"overwhelmed";"US";"web"
"39";"Idaho";67;"overwhelmed";"US";"web"
"40";"Michigan";67;"overwhelmed";"US";"web"
"41";"Wyoming";66;"overwhelmed";"US";"web"
"42";"Wisconsin";65;"overwhelmed";"US";"web"
"43";"Connecticut";64;"overwhelmed";"US";"web"
"44";"Rhode Island";62;"overwhelmed";"US";"web"
"45";"Kansas";62;"overwhelmed";"US";"web"
"46";"Virginia";61;"overwhelmed";"US";"web"
"47";"Nevada";61;"overwhelmed";"US";"web"
"48";"Utah";60;"overwhelmed";"US";"web"
"49";"Nebraska";59;"overwhelmed";"US";"web"
"50";"Oregon";49;"overwhelmed";"US";"web"
"51";"Vermont";46;"overwhelmed";"US";"web"
