"";"date";"hits";"keyword";"geo";"gprop";"category"
"1";2015-01-03 23:00:00;88;"lonely";"US";"web";0
"2";2015-01-10 23:00:00;90;"lonely";"US";"web";0
"3";2015-01-17 23:00:00;92;"lonely";"US";"web";0
"4";2015-01-24 23:00:00;90;"lonely";"US";"web";0
"5";2015-01-31 23:00:00;86;"lonely";"US";"web";0
"6";2015-02-07 23:00:00;99;"lonely";"US";"web";0
"7";2015-02-14 23:00:00;95;"lonely";"US";"web";0
"8";2015-02-21 23:00:00;100;"lonely";"US";"web";0
"9";2015-02-28 23:00:00;88;"lonely";"US";"web";0
"10";2015-03-07 23:00:00;89;"lonely";"US";"web";0
"11";2015-03-14 23:00:00;86;"lonely";"US";"web";0
"12";2015-03-21 23:00:00;95;"lonely";"US";"web";0
"13";2015-03-28 23:00:00;85;"lonely";"US";"web";0
"14";2015-04-04 22:00:00;83;"lonely";"US";"web";0
"15";2015-04-11 22:00:00;85;"lonely";"US";"web";0
"16";2015-04-18 22:00:00;84;"lonely";"US";"web";0
"17";2015-04-25 22:00:00;82;"lonely";"US";"web";0
"18";2015-05-02 22:00:00;85;"lonely";"US";"web";0
"19";2015-05-09 22:00:00;84;"lonely";"US";"web";0
"20";2015-05-16 22:00:00;85;"lonely";"US";"web";0
"21";2015-05-23 22:00:00;84;"lonely";"US";"web";0
"22";2015-05-30 22:00:00;79;"lonely";"US";"web";0
"23";2015-06-06 22:00:00;81;"lonely";"US";"web";0
"24";2015-06-13 22:00:00;80;"lonely";"US";"web";0
"25";2015-06-20 22:00:00;77;"lonely";"US";"web";0
"26";2015-06-27 22:00:00;82;"lonely";"US";"web";0
"27";2015-07-04 22:00:00;76;"lonely";"US";"web";0
"28";2015-07-11 22:00:00;73;"lonely";"US";"web";0
"29";2015-07-18 22:00:00;77;"lonely";"US";"web";0
"30";2015-07-25 22:00:00;78;"lonely";"US";"web";0
"31";2015-08-01 22:00:00;75;"lonely";"US";"web";0
"32";2015-08-08 22:00:00;74;"lonely";"US";"web";0
"33";2015-08-15 22:00:00;79;"lonely";"US";"web";0
"34";2015-08-22 22:00:00;75;"lonely";"US";"web";0
"35";2015-08-29 22:00:00;74;"lonely";"US";"web";0
"36";2015-09-05 22:00:00;76;"lonely";"US";"web";0
"37";2015-09-12 22:00:00;71;"lonely";"US";"web";0
"38";2015-09-19 22:00:00;73;"lonely";"US";"web";0
"39";2015-09-26 22:00:00;73;"lonely";"US";"web";0
"40";2015-10-03 22:00:00;73;"lonely";"US";"web";0
"41";2015-10-10 22:00:00;74;"lonely";"US";"web";0
"42";2015-10-17 22:00:00;77;"lonely";"US";"web";0
"43";2015-10-24 22:00:00;75;"lonely";"US";"web";0
"44";2015-10-31 23:00:00;77;"lonely";"US";"web";0
"45";2015-11-07 23:00:00;75;"lonely";"US";"web";0
"46";2015-11-14 23:00:00;77;"lonely";"US";"web";0
"47";2015-11-21 23:00:00;76;"lonely";"US";"web";0
"48";2015-11-28 23:00:00;74;"lonely";"US";"web";0
"49";2015-12-05 23:00:00;73;"lonely";"US";"web";0
"50";2015-12-12 23:00:00;74;"lonely";"US";"web";0
"51";2015-12-19 23:00:00;80;"lonely";"US";"web";0
"52";2015-12-26 23:00:00;82;"lonely";"US";"web";0
