"";"location";"hits";"keyword";"geo";"gprop"
"1";"Pennsylvania";100;"endless";"US";"web"
"2";"Utah";98;"endless";"US";"web"
"3";"Rhode Island";95;"endless";"US";"web"
"4";"West Virginia";92;"endless";"US";"web"
"5";"Delaware";91;"endless";"US";"web"
"6";"Virginia";91;"endless";"US";"web"
"7";"Missouri";91;"endless";"US";"web"
"8";"Vermont";91;"endless";"US";"web"
"9";"Indiana";90;"endless";"US";"web"
"10";"Hawaii";89;"endless";"US";"web"
"11";"Montana";88;"endless";"US";"web"
"12";"California";85;"endless";"US";"web"
"13";"New Jersey";85;"endless";"US";"web"
"14";"Ohio";84;"endless";"US";"web"
"15";"Florida";83;"endless";"US";"web"
"16";"Iowa";82;"endless";"US";"web"
"17";"Wisconsin";82;"endless";"US";"web"
"18";"Maryland";81;"endless";"US";"web"
"19";"Alabama";81;"endless";"US";"web"
"20";"New Hampshire";80;"endless";"US";"web"
"21";"Wyoming";80;"endless";"US";"web"
"22";"Michigan";80;"endless";"US";"web"
"23";"Washington";79;"endless";"US";"web"
"24";"Colorado";79;"endless";"US";"web"
"25";"Minnesota";79;"endless";"US";"web"
"26";"Maine";78;"endless";"US";"web"
"27";"Massachusetts";78;"endless";"US";"web"
"28";"Connecticut";78;"endless";"US";"web"
"29";"Georgia";78;"endless";"US";"web"
"30";"Idaho";77;"endless";"US";"web"
"31";"New York";77;"endless";"US";"web"
"32";"North Carolina";77;"endless";"US";"web"
"33";"Nevada";77;"endless";"US";"web"
"34";"Tennessee";77;"endless";"US";"web"
"35";"Oklahoma";77;"endless";"US";"web"
"36";"Illinois";76;"endless";"US";"web"
"37";"New Mexico";76;"endless";"US";"web"
"38";"Mississippi";76;"endless";"US";"web"
"39";"Oregon";75;"endless";"US";"web"
"40";"District of Columbia";75;"endless";"US";"web"
"41";"South Carolina";74;"endless";"US";"web"
"42";"Kentucky";74;"endless";"US";"web"
"43";"Arizona";73;"endless";"US";"web"
"44";"Alaska";72;"endless";"US";"web"
"45";"Kansas";71;"endless";"US";"web"
"46";"Nebraska";71;"endless";"US";"web"
"47";"Arkansas";71;"endless";"US";"web"
"48";"North Dakota";70;"endless";"US";"web"
"49";"Texas";67;"endless";"US";"web"
"50";"Louisiana";63;"endless";"US";"web"
"51";"South Dakota";55;"endless";"US";"web"
