"";"location";"hits";"keyword";"geo";"gprop"
"1";"Utah";100;"family";"US";"web"
"2";"Ohio";97;"family";"US";"web"
"3";"Iowa";97;"family";"US";"web"
"4";"Vermont";96;"family";"US";"web"
"5";"Michigan";95;"family";"US";"web"
"6";"South Carolina";94;"family";"US";"web"
"7";"Missouri";94;"family";"US";"web"
"8";"Wisconsin";93;"family";"US";"web"
"9";"Idaho";93;"family";"US";"web"
"10";"North Carolina";92;"family";"US";"web"
"11";"Maine";91;"family";"US";"web"
"12";"North Dakota";91;"family";"US";"web"
"13";"Indiana";91;"family";"US";"web"
"14";"Kansas";89;"family";"US";"web"
"15";"Kentucky";89;"family";"US";"web"
"16";"Nebraska";88;"family";"US";"web"
"17";"Minnesota";87;"family";"US";"web"
"18";"Wyoming";86;"family";"US";"web"
"19";"Arkansas";86;"family";"US";"web"
"20";"Alabama";86;"family";"US";"web"
"21";"Mississippi";85;"family";"US";"web"
"22";"Illinois";84;"family";"US";"web"
"23";"South Dakota";84;"family";"US";"web"
"24";"Delaware";84;"family";"US";"web"
"25";"Pennsylvania";83;"family";"US";"web"
"26";"New Hampshire";82;"family";"US";"web"
"27";"West Virginia";82;"family";"US";"web"
"28";"Louisiana";82;"family";"US";"web"
"29";"Tennessee";82;"family";"US";"web"
"30";"Colorado";81;"family";"US";"web"
"31";"Georgia";81;"family";"US";"web"
"32";"Maryland";79;"family";"US";"web"
"33";"Washington";79;"family";"US";"web"
"34";"Rhode Island";78;"family";"US";"web"
"35";"Montana";78;"family";"US";"web"
"36";"New Mexico";77;"family";"US";"web"
"37";"Arizona";76;"family";"US";"web"
"38";"Texas";76;"family";"US";"web"
"39";"Oklahoma";76;"family";"US";"web"
"40";"New Jersey";76;"family";"US";"web"
"41";"Connecticut";76;"family";"US";"web"
"42";"Massachusetts";75;"family";"US";"web"
"43";"Alaska";73;"family";"US";"web"
"44";"Florida";71;"family";"US";"web"
"45";"Nevada";70;"family";"US";"web"
"46";"New York";69;"family";"US";"web"
"47";"California";67;"family";"US";"web"
"48";"District of Columbia";67;"family";"US";"web"
"49";"Hawaii";67;"family";"US";"web"
"50";"Virginia";65;"family";"US";"web"
"51";"Oregon";48;"family";"US";"web"
