"";"location";"hits";"keyword";"geo";"gprop"
"1";"West Virginia";100;"down";"US";"web"
"2";"Kentucky";95;"down";"US";"web"
"3";"Mississippi";94;"down";"US";"web"
"4";"Wyoming";94;"down";"US";"web"
"5";"Hawaii";93;"down";"US";"web"
"6";"Utah";92;"down";"US";"web"
"7";"Rhode Island";92;"down";"US";"web"
"8";"New Hampshire";91;"down";"US";"web"
"9";"Arkansas";91;"down";"US";"web"
"10";"Louisiana";90;"down";"US";"web"
"11";"Indiana";90;"down";"US";"web"
"12";"Virginia";90;"down";"US";"web"
"13";"Ohio";90;"down";"US";"web"
"14";"Michigan";90;"down";"US";"web"
"15";"Tennessee";89;"down";"US";"web"
"16";"South Carolina";89;"down";"US";"web"
"17";"Alabama";89;"down";"US";"web"
"18";"Vermont";89;"down";"US";"web"
"19";"Maine";88;"down";"US";"web"
"20";"North Carolina";87;"down";"US";"web"
"21";"Maryland";87;"down";"US";"web"
"22";"Kansas";86;"down";"US";"web"
"23";"Pennsylvania";86;"down";"US";"web"
"24";"South Dakota";86;"down";"US";"web"
"25";"Delaware";86;"down";"US";"web"
"26";"Oklahoma";86;"down";"US";"web"
"27";"Nebraska";86;"down";"US";"web"
"28";"New Mexico";86;"down";"US";"web"
"29";"Montana";85;"down";"US";"web"
"30";"North Dakota";85;"down";"US";"web"
"31";"Connecticut";85;"down";"US";"web"
"32";"Nevada";85;"down";"US";"web"
"33";"Colorado";85;"down";"US";"web"
"34";"Iowa";85;"down";"US";"web"
"35";"Georgia";84;"down";"US";"web"
"36";"Massachusetts";84;"down";"US";"web"
"37";"Oregon";84;"down";"US";"web"
"38";"Illinois";84;"down";"US";"web"
"39";"Missouri";83;"down";"US";"web"
"40";"New Jersey";83;"down";"US";"web"
"41";"Wisconsin";83;"down";"US";"web"
"42";"California";83;"down";"US";"web"
"43";"Idaho";83;"down";"US";"web"
"44";"Alaska";82;"down";"US";"web"
"45";"Arizona";82;"down";"US";"web"
"46";"Washington";82;"down";"US";"web"
"47";"Texas";81;"down";"US";"web"
"48";"Florida";81;"down";"US";"web"
"49";"Minnesota";81;"down";"US";"web"
"50";"New York";79;"down";"US";"web"
"51";"District of Columbia";77;"down";"US";"web"
