"";"location";"hits";"keyword";"geo";"gprop"
"1";"Mississippi";100;"distressed";"US";"web"
"2";"Louisiana";74;"distressed";"US";"web"
"3";"Alabama";74;"distressed";"US";"web"
"4";"Tennessee";64;"distressed";"US";"web"
"5";"New York";57;"distressed";"US";"web"
"6";"Arkansas";56;"distressed";"US";"web"
"7";"North Carolina";56;"distressed";"US";"web"
"8";"Oklahoma";55;"distressed";"US";"web"
"9";"West Virginia";55;"distressed";"US";"web"
"10";"South Dakota";54;"distressed";"US";"web"
"11";"New Jersey";52;"distressed";"US";"web"
"12";"Utah";51;"distressed";"US";"web"
"13";"Connecticut";50;"distressed";"US";"web"
"14";"Kansas";50;"distressed";"US";"web"
"15";"Maryland";49;"distressed";"US";"web"
"16";"Georgia";49;"distressed";"US";"web"
"17";"Idaho";49;"distressed";"US";"web"
"18";"Nevada";48;"distressed";"US";"web"
"19";"Missouri";47;"distressed";"US";"web"
"20";"Montana";47;"distressed";"US";"web"
"21";"Wyoming";46;"distressed";"US";"web"
"22";"Virginia";45;"distressed";"US";"web"
"23";"Florida";45;"distressed";"US";"web"
"24";"Rhode Island";45;"distressed";"US";"web"
"25";"Delaware";44;"distressed";"US";"web"
"26";"South Carolina";44;"distressed";"US";"web"
"27";"Colorado";44;"distressed";"US";"web"
"28";"California";44;"distressed";"US";"web"
"29";"Pennsylvania";44;"distressed";"US";"web"
"30";"Massachusetts";43;"distressed";"US";"web"
"31";"Texas";43;"distressed";"US";"web"
"32";"Iowa";42;"distressed";"US";"web"
"33";"Nebraska";42;"distressed";"US";"web"
"34";"Arizona";42;"distressed";"US";"web"
"35";"Vermont";42;"distressed";"US";"web"
"36";"Illinois";41;"distressed";"US";"web"
"37";"North Dakota";41;"distressed";"US";"web"
"38";"Washington";41;"distressed";"US";"web"
"39";"Oregon";40;"distressed";"US";"web"
"40";"District of Columbia";40;"distressed";"US";"web"
"41";"Wisconsin";40;"distressed";"US";"web"
"42";"Ohio";39;"distressed";"US";"web"
"43";"Indiana";39;"distressed";"US";"web"
"44";"Michigan";39;"distressed";"US";"web"
"45";"Minnesota";39;"distressed";"US";"web"
"46";"Alaska";38;"distressed";"US";"web"
"47";"Kentucky";37;"distressed";"US";"web"
"48";"Maine";36;"distressed";"US";"web"
"49";"New Mexico";35;"distressed";"US";"web"
"50";"New Hampshire";33;"distressed";"US";"web"
"51";"Hawaii";29;"distressed";"US";"web"
