"";"date";"hits";"keyword";"geo";"gprop";"category"
"1";2013-01-05 23:00:00;83;"distressed";"US";"web";0
"2";2013-01-12 23:00:00;88;"distressed";"US";"web";0
"3";2013-01-19 23:00:00;91;"distressed";"US";"web";0
"4";2013-01-26 23:00:00;90;"distressed";"US";"web";0
"5";2013-02-02 23:00:00;83;"distressed";"US";"web";0
"6";2013-02-09 23:00:00;89;"distressed";"US";"web";0
"7";2013-02-16 23:00:00;95;"distressed";"US";"web";0
"8";2013-02-23 23:00:00;91;"distressed";"US";"web";0
"9";2013-03-02 23:00:00;94;"distressed";"US";"web";0
"10";2013-03-09 23:00:00;84;"distressed";"US";"web";0
"11";2013-03-16 23:00:00;89;"distressed";"US";"web";0
"12";2013-03-23 23:00:00;88;"distressed";"US";"web";0
"13";2013-03-30 23:00:00;80;"distressed";"US";"web";0
"14";2013-04-06 22:00:00;90;"distressed";"US";"web";0
"15";2013-04-13 22:00:00;84;"distressed";"US";"web";0
"16";2013-04-20 22:00:00;88;"distressed";"US";"web";0
"17";2013-04-27 22:00:00;79;"distressed";"US";"web";0
"18";2013-05-04 22:00:00;82;"distressed";"US";"web";0
"19";2013-05-11 22:00:00;82;"distressed";"US";"web";0
"20";2013-05-18 22:00:00;88;"distressed";"US";"web";0
"21";2013-05-25 22:00:00;85;"distressed";"US";"web";0
"22";2013-06-01 22:00:00;94;"distressed";"US";"web";0
"23";2013-06-08 22:00:00;88;"distressed";"US";"web";0
"24";2013-06-15 22:00:00;94;"distressed";"US";"web";0
"25";2013-06-22 22:00:00;99;"distressed";"US";"web";0
"26";2013-06-29 22:00:00;93;"distressed";"US";"web";0
"27";2013-07-06 22:00:00;92;"distressed";"US";"web";0
"28";2013-07-13 22:00:00;90;"distressed";"US";"web";0
"29";2013-07-20 22:00:00;90;"distressed";"US";"web";0
"30";2013-07-27 22:00:00;95;"distressed";"US";"web";0
"31";2013-08-03 22:00:00;95;"distressed";"US";"web";0
"32";2013-08-10 22:00:00;91;"distressed";"US";"web";0
"33";2013-08-17 22:00:00;99;"distressed";"US";"web";0
"34";2013-08-24 22:00:00;86;"distressed";"US";"web";0
"35";2013-08-31 22:00:00;93;"distressed";"US";"web";0
"36";2013-09-07 22:00:00;93;"distressed";"US";"web";0
"37";2013-09-14 22:00:00;92;"distressed";"US";"web";0
"38";2013-09-21 22:00:00;85;"distressed";"US";"web";0
"39";2013-09-28 22:00:00;89;"distressed";"US";"web";0
"40";2013-10-05 22:00:00;90;"distressed";"US";"web";0
"41";2013-10-12 22:00:00;92;"distressed";"US";"web";0
"42";2013-10-19 22:00:00;84;"distressed";"US";"web";0
"43";2013-10-26 22:00:00;95;"distressed";"US";"web";0
"44";2013-11-02 23:00:00;89;"distressed";"US";"web";0
"45";2013-11-09 23:00:00;100;"distressed";"US";"web";0
"46";2013-11-16 23:00:00;94;"distressed";"US";"web";0
"47";2013-11-23 23:00:00;94;"distressed";"US";"web";0
"48";2013-11-30 23:00:00;89;"distressed";"US";"web";0
"49";2013-12-07 23:00:00;89;"distressed";"US";"web";0
"50";2013-12-14 23:00:00;81;"distressed";"US";"web";0
"51";2013-12-21 23:00:00;79;"distressed";"US";"web";0
"52";2013-12-28 23:00:00;94;"distressed";"US";"web";0
