"";"location";"hits";"keyword";"geo";"gprop"
"1";"Rhode Island";100;"adolescents";"US";"web"
"2";"North Dakota";81;"adolescents";"US";"web"
"3";"Mississippi";79;"adolescents";"US";"web"
"4";"Hawaii";78;"adolescents";"US";"web"
"5";"Vermont";76;"adolescents";"US";"web"
"6";"Maryland";76;"adolescents";"US";"web"
"7";"Maine";76;"adolescents";"US";"web"
"8";"Arkansas";71;"adolescents";"US";"web"
"9";"Kentucky";66;"adolescents";"US";"web"
"10";"Idaho";66;"adolescents";"US";"web"
"11";"Delaware";65;"adolescents";"US";"web"
"12";"Connecticut";64;"adolescents";"US";"web"
"13";"Minnesota";64;"adolescents";"US";"web"
"14";"Massachusetts";64;"adolescents";"US";"web"
"15";"Pennsylvania";63;"adolescents";"US";"web"
"16";"New Hampshire";62;"adolescents";"US";"web"
"17";"South Carolina";61;"adolescents";"US";"web"
"18";"New Jersey";61;"adolescents";"US";"web"
"19";"Kansas";60;"adolescents";"US";"web"
"20";"North Carolina";59;"adolescents";"US";"web"
"21";"Ohio";58;"adolescents";"US";"web"
"22";"Tennessee";55;"adolescents";"US";"web"
"23";"Nebraska";55;"adolescents";"US";"web"
"24";"Louisiana";55;"adolescents";"US";"web"
"25";"Utah";54;"adolescents";"US";"web"
"26";"New York";53;"adolescents";"US";"web"
"27";"Missouri";52;"adolescents";"US";"web"
"28";"Wyoming";52;"adolescents";"US";"web"
"29";"New Mexico";51;"adolescents";"US";"web"
"30";"Oregon";50;"adolescents";"US";"web"
"31";"Alabama";50;"adolescents";"US";"web"
"32";"Michigan";50;"adolescents";"US";"web"
"33";"Virginia";49;"adolescents";"US";"web"
"34";"Indiana";48;"adolescents";"US";"web"
"35";"Oklahoma";47;"adolescents";"US";"web"
"36";"Iowa";46;"adolescents";"US";"web"
"37";"Illinois";46;"adolescents";"US";"web"
"38";"Colorado";46;"adolescents";"US";"web"
"39";"South Dakota";46;"adolescents";"US";"web"
"40";"Arizona";46;"adolescents";"US";"web"
"41";"West Virginia";46;"adolescents";"US";"web"
"42";"Wisconsin";45;"adolescents";"US";"web"
"43";"District of Columbia";44;"adolescents";"US";"web"
"44";"California";43;"adolescents";"US";"web"
"45";"Florida";41;"adolescents";"US";"web"
"46";"Georgia";39;"adolescents";"US";"web"
"47";"Nevada";36;"adolescents";"US";"web"
"48";"Texas";36;"adolescents";"US";"web"
"49";"Montana";35;"adolescents";"US";"web"
"50";"Washington";35;"adolescents";"US";"web"
"51";"Alaska";28;"adolescents";"US";"web"
