"";"location";"hits";"keyword";"geo";"gprop"
"1";"Maryland";100;"pay attention";"US";"web"
"2";"Texas";99;"pay attention";"US";"web"
"3";"Virginia";97;"pay attention";"US";"web"
"4";"California";96;"pay attention";"US";"web"
"5";"Indiana";94;"pay attention";"US";"web"
"6";"Georgia";94;"pay attention";"US";"web"
"7";"Ohio";92;"pay attention";"US";"web"
"8";"Florida";90;"pay attention";"US";"web"
"9";"New York";88;"pay attention";"US";"web"
"10";"Michigan";87;"pay attention";"US";"web"
"11";"Pennsylvania";85;"pay attention";"US";"web"
"12";"New Jersey";85;"pay attention";"US";"web"
"13";"North Carolina";82;"pay attention";"US";"web"
"14";"Illinois";82;"pay attention";"US";"web"
"15";"Massachusetts";77;"pay attention";"US";"web"
"16";"Colorado";64;"pay attention";"US";"web"
"17";"Minnesota";58;"pay attention";"US";"web"
"18";"Arizona";57;"pay attention";"US";"web"
