"";"date";"hits";"keyword";"geo";"gprop";"category"
"1";2016-01-02 23:00:00;100;"security";"US";"web";0
"2";2016-01-09 23:00:00;95;"security";"US";"web";0
"3";2016-01-16 23:00:00;93;"security";"US";"web";0
"4";2016-01-23 23:00:00;98;"security";"US";"web";0
"5";2016-01-30 23:00:00;98;"security";"US";"web";0
"6";2016-02-06 23:00:00;97;"security";"US";"web";0
"7";2016-02-13 23:00:00;92;"security";"US";"web";0
"8";2016-02-20 23:00:00;98;"security";"US";"web";0
"9";2016-02-27 23:00:00;98;"security";"US";"web";0
"10";2016-03-05 23:00:00;95;"security";"US";"web";0
"11";2016-03-12 23:00:00;96;"security";"US";"web";0
"12";2016-03-19 23:00:00;96;"security";"US";"web";0
"13";2016-03-26 23:00:00;100;"security";"US";"web";0
"14";2016-04-02 22:00:00;96;"security";"US";"web";0
"15";2016-04-09 22:00:00;98;"security";"US";"web";0
"16";2016-04-16 22:00:00;93;"security";"US";"web";0
"17";2016-04-23 22:00:00;88;"security";"US";"web";0
"18";2016-04-30 22:00:00;90;"security";"US";"web";0
"19";2016-05-07 22:00:00;94;"security";"US";"web";0
"20";2016-05-14 22:00:00;94;"security";"US";"web";0
"21";2016-05-21 22:00:00;92;"security";"US";"web";0
"22";2016-05-28 22:00:00;91;"security";"US";"web";0
"23";2016-06-04 22:00:00;92;"security";"US";"web";0
"24";2016-06-11 22:00:00;95;"security";"US";"web";0
"25";2016-06-18 22:00:00;96;"security";"US";"web";0
"26";2016-06-25 22:00:00;93;"security";"US";"web";0
"27";2016-07-02 22:00:00;88;"security";"US";"web";0
"28";2016-07-09 22:00:00;97;"security";"US";"web";0
"29";2016-07-16 22:00:00;94;"security";"US";"web";0
"30";2016-07-23 22:00:00;93;"security";"US";"web";0
"31";2016-07-30 22:00:00;97;"security";"US";"web";0
"32";2016-08-06 22:00:00;94;"security";"US";"web";0
"33";2016-08-13 22:00:00;92;"security";"US";"web";0
"34";2016-08-20 22:00:00;93;"security";"US";"web";0
"35";2016-08-27 22:00:00;90;"security";"US";"web";0
"36";2016-09-03 22:00:00;87;"security";"US";"web";0
"37";2016-09-10 22:00:00;94;"security";"US";"web";0
"38";2016-09-17 22:00:00;92;"security";"US";"web";0
"39";2016-09-24 22:00:00;88;"security";"US";"web";0
"40";2016-10-01 22:00:00;89;"security";"US";"web";0
"41";2016-10-08 22:00:00;90;"security";"US";"web";0
"42";2016-10-15 22:00:00;93;"security";"US";"web";0
"43";2016-10-22 22:00:00;92;"security";"US";"web";0
"44";2016-10-29 22:00:00;91;"security";"US";"web";0
"45";2016-11-05 23:00:00;86;"security";"US";"web";0
"46";2016-11-12 23:00:00;96;"security";"US";"web";0
"47";2016-11-19 23:00:00;82;"security";"US";"web";0
"48";2016-11-26 23:00:00;94;"security";"US";"web";0
"49";2016-12-03 23:00:00;94;"security";"US";"web";0
"50";2016-12-10 23:00:00;90;"security";"US";"web";0
"51";2016-12-17 23:00:00;95;"security";"US";"web";0
"52";2016-12-24 23:00:00;87;"security";"US";"web";0
